CENSO;Regional;Munic¡pio;Nome;email
33090823;METROPOLITANA II ;SAO GONCALO;CE CORONEL SERRADO;cecoronelserrado@educacao.rj.gov.br
33090831;METROPOLITANA II ;SAO GONCALO;CE DOM ANTONIO DE ALMEIDA MORAES JUNIOR;cedomaamjunior@educacao.rj.gov.br
33090840;METROPOLITANA II ;SAO GONCALO;CE DOUTOR ARMANDO SA COUTO;cedrarmandosacouto@educacao.rj.gov.br
33090874;METROPOLITANA II ;SAO GONCALO;EE LEONOR FRANCO MOREIRA;eeleonorfmoreira@educacao.rj.gov.br
33090882;METROPOLITANA II ;SAO GONCALO;CE MAUA;ceemaua@educacao.rj.gov.br
33090890;METROPOLITANA II ;SAO GONCALO;EE PROFESSORA ABIGAIL CARDOSO;eeprofabigailcardoso@educacao.rj.gov.br
33090904;METROPOLITANA II ;SAO GONCALO;CE VILA GUARANI;cevilaguarani@educacao.rj.gov.br
33091099;METROPOLITANA II ;SAO GONCALO;CIEP 425 PROFESSORA MARLUCY SALLES DE ALMEIDA;ciep425@educacao.rj.gov.br
33091196;METROPOLITANA II ;SAO GONCALO;CE SANTOS DIAS;cesantos@educacao.rj.gov.br
33091200;METROPOLITANA II ;SAO GONCALO;CE WALTER ORLANDINI;cewalterorlandini@educacao.rj.gov.br
33091340;METROPOLITANA II ;SAO GONCALO;CE CAPITAO OSWALDO ORNELLAS;cecapitaooswaldo@educacao.rj.gov.br
33091382;METROPOLITANA II ;SAO GONCALO;CE CORONEL FRANCISCO LIMA;cecoronelfranciscolima@educacao.rj.gov.br
33091390;METROPOLITANA II ;SAO GONCALO;CE CORONEL JOAO TARCISIO BUENO;eecoroneljoaotarcisiobueno@educacao.rj.gov.br
33091447;METROPOLITANA II ;SAO GONCALO;CE MELCHIADES PICANCO;cemelchiadespicanco@educacao.rj.gov.br
33091757;METROPOLITANA II ;SAO GONCALO;CIEP 246 PROFESSORA ADALGISA CABRAL DE FARIA;ciep246@educacao.rj.gov.br
33091765;METROPOLITANA II ;SAO GONCALO;CE PAULINO PINHEIRO BAPTISTA;cepaulinopinheirobaptista@educacao.rj.gov.br
33091854;METROPOLITANA II ;SAO GONCALO;EE CONEGO GOULART;eecgoulart@educacao.rj.gov.br
33091900;METROPOLITANA II ;SAO GONCALO;CE PROFESSORA LUIZA HONORIA DO PRADO;eeprofluizahonoriadoprado@educacao.rj.gov.br
33096970;METROPOLITANA II ;SAO GONCALO;CIEP 309 ZUZU ANGEL;ciep309@educacao.rj.gov.br
33096988;METROPOLITANA II ;SAO GONCALO;CIEP 412 DOUTOR ZERBINI;ciep412@educacao.rj.gov.br
33103879;METROPOLITANA II ;SAO GONCALO;CIEP 413 ADAO PEREIRA NUNES;ciep413@educacao.rj.gov.br
33103887;METROPOLITANA II ;SAO GONCALO;CIEP 408 SERGIO CARDOSO;ciep408@educacao.rj.gov.br
33103909;METROPOLITANA II ;SAO GONCALO;CIEP 238 DOUTOR ILTON FARIA DA COSTA;ciep238@educacao.rj.gov.br
33103917;METROPOLITANA II ;SAO GONCALO;CIEP 423 MORA GUIMARAES;ciepbrizolao423@educacao.rj.gov.br
33103925;METROPOLITANA II ;SAO GONCALO;CIEP 421 DEPUTADA CRISTINA TAVARES;ciepbrizolao421@educacao.rj.gov.br
33103941;METROPOLITANA II ;SAO GONCALO;CIEP 422 NICANOR FERREIRA NUNES;ciep422@educacao.rj.gov.br
33103968;METROPOLITANA II ;SAO GONCALO;CIEP 439 LUIZ GONZAGA JUNIOR - GONZAGUINHA;ciep439@educacao.rj.gov.br
33104182;METROPOLITANA II ;SAO GONCALO;CIEP 409 PROFESSORA ALAIDE FIGUEREDO DOS SANTOS;ciep409@educacao.rj.gov.br
33114366;METROPOLITANA II ;SAO GONCALO;CE MARIO TAMBORINDEGUY;cemariotamborindeguy@educacao.rj.gov.br
33507210;METROPOLITANA II ;SAO GONCALO;CE COMENDADOR VALENTIM DOS SANTOS DINIZ;cecvsdnata@educacao.rj.gov.br
33518238;METROPOLITANA II ;SAO GONCALO;CIEP 513 GEORGE SAVALLA GOMES - PALHACO CAREQUINHA;ciep513@educacao.rj.gov.br
33062277;METROPOLITANA III;RIO DE JANEIRO;CE CUBA;cecuba@educacao.rj.gov.br
33068844;METROPOLITANA III;RIO DE JANEIRO;CE BAHIA;cebahia@educacao.rj.gov.br
33068852;METROPOLITANA III;RIO DE JANEIRO;CE PROFESSOR CLOVIS MONTEIRO;ceprofessorclovismonteiro@educacao.rj.gov.br
33069026;METROPOLITANA III;RIO DE JANEIRO;CE RUY BARBOSA;ceruybarbosa@educacao.rj.gov.br
33069034;METROPOLITANA III;RIO DE JANEIRO;CE TENENTE GENERAL NAPION;cetenentegeneralnapion@educacao.rj.gov.br
33069921;METROPOLITANA III;RIO DE JANEIRO;CE GOMES FREIRE DE ANDRADE;cegomesfreiredeandrade@educacao.rj.gov.br
33069930;METROPOLITANA III;RIO DE JANEIRO;CE HEITOR LIRA;ceheitorlira@educacao.rj.gov.br
33069948;METROPOLITANA III;RIO DE JANEIRO;CE JOSE MARTI;cejosemarti@educacao.rj.gov.br
33069956;METROPOLITANA III;RIO DE JANEIRO;CE REPUBLICA DE ANGOLA;cerepublicadeangola@educacao.rj.gov.br
33069964;METROPOLITANA III;RIO DE JANEIRO;CE REPUBLICA DE GUINE BISSAU;cerepublicaguinebissau@educacao.rj.gov.br
33070148;METROPOLITANA III;RIO DE JANEIRO;CE BRANT HORTA;cebranthorta@educacao.rj.gov.br
33070156;METROPOLITANA III;RIO DE JANEIRO;CE CHILE;cechile@educacao.rj.gov.br
33070164;METROPOLITANA III;RIO DE JANEIRO;CE CONDE DE AGROLONGO;cecondedeagrolongo@educacao.rj.gov.br
33070172;METROPOLITANA III;RIO DE JANEIRO;CE EMBAIXADOR BARROS HURTADO;ceebhurtado@educacao.rj.gov.br
33070199;METROPOLITANA III;RIO DE JANEIRO;CE JOAO MARQUES DOS REIS;cejoaomdosreis@educacao.rj.gov.br
33070326;METROPOLITANA III;RIO DE JANEIRO;CE TERESA CRISTINA;ceteresacristina@educacao.rj.gov.br
33071535;METROPOLITANA III;RIO DE JANEIRO;CE AGRIPINO GRIECO;ceagripinogrieco@educacao.rj.gov.br
33071543;METROPOLITANA III;RIO DE JANEIRO;CE BOLIVAR;cebolivar@educacao.rj.gov.br
33071551;METROPOLITANA III;RIO DE JANEIRO;CE CENTRAL DO BRASIL;cecentraldobrasil@educacao.rj.gov.br
33071578;METROPOLITANA III;RIO DE JANEIRO;CE FRANCISCO JOBIM;cefranciscojobim@educacao.rj.gov.br
33071586;METROPOLITANA III;RIO DE JANEIRO;CE MARANHAO;cemaranhao@educacao.rj.gov.br
33071594;METROPOLITANA III;RIO DE JANEIRO;CE OLINTO DA GAMA BOTELHO;ceolintodagamabotelho@educacao.rj.gov.br
33071616;METROPOLITANA III;RIO DE JANEIRO;CE REPUBLICA DO PERU;cerepublicadoperu@educacao.rj.gov.br
33071969;METROPOLITANA III;RIO DE JANEIRO;CE VISCONDE DE CAIRU;ceviscondedecairu-meier@educacao.rj.gov.br
33072078;METROPOLITANA III;RIO DE JANEIRO;CE BARAO DE MACAUBAS;cebaraodemacaubas@educacao.rj.gov.br
33072094;METROPOLITANA III;RIO DE JANEIRO;CE JOAO KOPKE;cejoaokopke@educacao.rj.gov.br
33072183;METROPOLITANA III;RIO DE JANEIRO;CE JOSE EDUARDO DE MACEDO SOARES;cejemacedosoares@educacao.rj.gov.br
33072205;METROPOLITANA III;RIO DE JANEIRO;CE LAURO SODRE;celaurosodre@educacao.rj.gov.br
33072248;METROPOLITANA III;RIO DE JANEIRO;CE HISPANO BRASILEIRO JOAO CABRAL DE MELO NETO;cemauriciodemedeiros@educacao.rj.gov.br
33072280;METROPOLITANA III;RIO DE JANEIRO;CE PERNAMBUCO;cepernambuco@educacao.rj.gov.br
33072370;METROPOLITANA III;RIO DE JANEIRO;CE VIRGILIO DE MELO FRANCO;cevirgiliodemellofranco@educacao.rj.gov.br
33073368;METROPOLITANA III;RIO DE JANEIRO;CE PASTOR MIRANDA PINTO;cepastormirandapinto@educacao.rj.gov.br
33074038;METROPOLITANA III;RIO DE JANEIRO;CE ITALIA;ceitalia@educacao.rj.gov.br
33074046;METROPOLITANA III;RIO DE JANEIRO;CE PROFESSOR JOSUE DE CASTRO;cejosuedecastro@educacao.rj.gov.br
33074054;METROPOLITANA III;RIO DE JANEIRO;CE NUN ALVARES PEREIRA;cenunoalvarespereira@educacao.rj.gov.br
33074151;METROPOLITANA III;RIO DE JANEIRO;CE MATO GROSSO;cematogrosso@educacao.rj.gov.br
33074160;METROPOLITANA III;RIO DE JANEIRO;CE ADLAI STEVENSON;ceadlaistevenson@educacao.rj.gov.br
33074232;METROPOLITANA III;RIO DE JANEIRO;CE OLIMPIA DO COUTO;ceolimpiadocouto@educacao.rj.gov.br
33074267;METROPOLITANA III;RIO DE JANEIRO;CE RODRIGO OTAVIO FILHO;cerodrigootaviofilho@educacao.rj.gov.br
33074798;METROPOLITANA III;RIO DE JANEIRO;CE AMAPA;eeesamapa@educacao.rj.gov.br
33075166;METROPOLITANA III;RIO DE JANEIRO;IE CARMELA DUTRA;iecarmeladutra@educacao.rj.gov.br
33075174;METROPOLITANA III;RIO DE JANEIRO;CE CHARLES CHAPLIN;cecharleschaplin@educacao.rj.gov.br
33075182;METROPOLITANA III;RIO DE JANEIRO;CE CIDADE DE LISBOA;cecidadedelisboa@educacao.rj.gov.br
33075190;METROPOLITANA III;RIO DE JANEIRO;CE LUIZ DE CAMOES;celuisdecamoes@educacao.rj.gov.br
33075204;METROPOLITANA III;RIO DE JANEIRO;CE MARQUES REBELO;cemarquesrebelo@educacao.rj.gov.br
33075212;METROPOLITANA III;RIO DE JANEIRO;CE PROFESSOR JOSE ACCIOLI;ceprofjoseaccioli@educacao.rj.gov.br
33075220;METROPOLITANA III;RIO DE JANEIRO;CE PROFESSOR SOUSA DA SILVEIRA;ceprofsousadasilveira@educacao.rj.gov.br
33075689;METROPOLITANA III;RIO DE JANEIRO;CE CARDEAL ARCOVERDE;cecardealarcoverde@educacao.rj.gov.br
33075719;METROPOLITANA III;RIO DE JANEIRO;CE CONDE AFONSO CELSO;cecondeafonsocelso@educacao.rj.gov.br
33075760;METROPOLITANA III;RIO DE JANEIRO;CE FRANCISCO PALHETA;cefranciscopalheta@educacao.rj.gov.br
33075816;METROPOLITANA III;RIO DE JANEIRO;CE OLEGARIO MARIANO;ceolegariomariano@educacao.rj.gov.br
33075832;METROPOLITANA III;RIO DE JANEIRO;CE PARANA;ceparana@educacao.rj.gov.br
33075867;METROPOLITANA III;RIO DE JANEIRO;CE SANTOS DUMONT;cesdumont@educacao.rj.gov.br
33075875;METROPOLITANA III;RIO DE JANEIRO;CE SENADOR FRANCISCO GALLOTTI;cesenadorfranciscogallotti@educacao.rj.gov.br
33075891;METROPOLITANA III;RIO DE JANEIRO;CE WALDEMIRO POTSCH;cewaldemiropotsch@educacao.rj.gov.br
33085463;METROPOLITANA III;RIO DE JANEIRO;CE ANITA GARIBALDI;ceag@educacao.rj.gov.br
33085480;METROPOLITANA III;RIO DE JANEIRO;CE LEONEL AZEVEDO;celeonelazevedo@educacao.rj.gov.br
33085498;METROPOLITANA III;RIO DE JANEIRO;CE PREFEITO MENDES DE MORAES;ceprefeitomendesdemoraes@educacao.rj.gov.br
33085765;METROPOLITANA III;RIO DE JANEIRO;CE DUNSHEE DE ABRANCHES;cedunsheedeabranches@educacao.rj.gov.br
33085811;METROPOLITANA III;RIO DE JANEIRO;CE PROFESSORA MATILDE DE JESUS QUADRADO;ceprofmatildedejesusquadrado@educacao.rj.gov.br
33085838;METROPOLITANA III;RIO DE JANEIRO;CE ROTARY;cerotary@educacao.rj.gov.br
33086540;METROPOLITANA III;RIO DE JANEIRO;CE ACARI;ceacari@educacao.rj.gov.br
33086583;METROPOLITANA III;RIO DE JANEIRO;CE MARECHAL JOAO BAPTISTA DE MATTOS;cemjoaobaptistamattos@educacao.rj.gov.br
33086613;METROPOLITANA III;RIO DE JANEIRO;CE REPUBLICA DE CABO VERDE;cerepublicadecaboverde@educacao.rj.gov.br
33088160;METROPOLITANA III;RIO DE JANEIRO;CE GENERAL OSORIO;eeesgeneralosorio@educacao.rj.gov.br
33095078;METROPOLITANA III;RIO DE JANEIRO;CE BERNARDO DE VASCONCELOS;cebernardodevanconcelos@educacao.rj.gov.br
33096759;METROPOLITANA III;RIO DE JANEIRO;CIEP 173 RAINHA NZINGA DE ANGOLA;ciep173@educacao.rj.gov.br
33097038;METROPOLITANA III;RIO DE JANEIRO;CIEP 326 PROFESSOR CESAR PERNETTA;ciep326@educacao.rj.gov.br
33110646;METROPOLITANA III;RIO DE JANEIRO;CIEP 323 MARIA WERNECK DE CASTRO;ciep323@educacao.rj.gov.br
33110654;METROPOLITANA III;RIO DE JANEIRO;CIEP 092 FREDERICO FELLINI;ciep092@educacao.rj.gov.br
33117950;METROPOLITANA III;RIO DE JANEIRO;CE PROFESSOR AUGUSTO MOTTA;ceprofaugustomotta@educacao.rj.gov.br
33120692;METROPOLITANA III;RIO DE JANEIRO;CAIC THEOPHILO DE SOUZA PINTO;caictsp@educacao.rj.gov.br
33124922;METROPOLITANA III;RIO DE JANEIRO;CE OLAVO JOSINO DE SALLES;ceolavojosinodesalles@educacao.rj.gov.br
33125317;METROPOLITANA III;RIO DE JANEIRO;CE PROFESSORA LUIZA MARINHO;ceprofessoraluizamarinho@educacao.rj.gov.br
33125740;METROPOLITANA III;RIO DE JANEIRO;CE PAULO FREIRE;cepaulofreire@educacao.rj.gov.br
33126160;METROPOLITANA III;RIO DE JANEIRO;CE OLGA BENARIO PRESTES;ceolgabenarioprestes@educacao.rj.gov.br
33126259;METROPOLITANA III;RIO DE JANEIRO;CE ROSA LUXEMBURGO;cerosaluxemburgo@educacao.rj.gov.br
33126267;METROPOLITANA III;RIO DE JANEIRO;CE PROFESSOR HORACIO MACEDO;ceprofhoraciomacedo@educacao.rj.gov.br
33126852;METROPOLITANA III;RIO DE JANEIRO;CE PROFESSORA MARIA NAZARETH CAVALCANTI SILVA;cemariadenazareth@educacao.rj.gov.br
33127395;METROPOLITANA III;RIO DE JANEIRO;CE MINISTRO OROZIMBO NONATO;ceministroorozimbononato@educacao.rj.gov.br
33128235;METROPOLITANA III;RIO DE JANEIRO;CIEP 339 MARIO TAMBORINDEGUY;ciep339@educacao.rj.gov.br
33132879;METROPOLITANA III;RIO DE JANEIRO;CE DOM HELDER CAMARA;cedomheldercamara@educacao.rj.gov.br
33132887;METROPOLITANA III;RIO DE JANEIRO;CE COMPOSITOR MANACEIA JOSE DE ANDRADE;cecmjandrade@educacao.rj.gov.br
33135193;METROPOLITANA III;RIO DE JANEIRO;CE PROFESSOR JOSE DE SOUZA MARQUES;ceprofjosedesouzamarques@educacao.rj.gov.br
33139156;METROPOLITANA III;RIO DE JANEIRO;CE PROFESSORA SONIA REGINA SCUDESE DESSIMONI PINTO;ceprofasoniareginascudese@educacao.rj.gov.br
33140030;METROPOLITANA III;RIO DE JANEIRO;CE CONDE PEREIRA CARNEIRO;cecondepcarneiro@educacao.rj.gov.br
33140049;METROPOLITANA III;RIO DE JANEIRO;CE OSWALDO TEIXEIRA;ceoswaldoteixeira@educacao.rj.gov.br
33140669;METROPOLITANA III;RIO DE JANEIRO;CE JORNALISTA TIM LOPES;cejornalistatimlopes@educacao.rj.gov.br
33140715;METROPOLITANA III;RIO DE JANEIRO;CE ANTONIO HOUAISS;ceah@educacao.rj.gov.br
33145440;METROPOLITANA III;RIO DE JANEIRO;CE SAO JOAO BATISTA;cesaojoaobatista@educacao.rj.gov.br
33146950;METROPOLITANA III;RIO DE JANEIRO;CE PROFESSORA MARIA DE LOURDES DE OLIVEIRA LAVOR - TIA LAVOR;ceprofamarialolavor@educacao.rj.gov.br
33558230;METROPOLITANA III;RIO DE JANEIRO;CE DEPUTADO PEDRO FERNANDES;cedpfernandes@educacao.rj.gov.br
33062250;METROPOLITANA IV;RIO DE JANEIRO;CE ALDEBARA;cealdebara@educacao.rj.gov.br
33062293;METROPOLITANA IV;RIO DE JANEIRO;CE CHARLES DICKENS;cecharlesdickens@educacao.rj.gov.br
33075883;METROPOLITANA IV;RIO DE JANEIRO;CE VIRIATO CORREA;ceziriatocorrea@educacao.rj.gov.br
33079323;METROPOLITANA IV;RIO DE JANEIRO;CE STUART EDGAR ANGEL JONES;cestuartangel@educacao.rj.gov.br
33079331;METROPOLITANA IV;RIO DE JANEIRO;CE AGOSTINHO NETO;ceagostinhoneto@educacao.rj.gov.br
33079340;METROPOLITANA IV;RIO DE JANEIRO;CE BANGU;cebangu@educacao.rj.gov.br
33079358;METROPOLITANA IV;RIO DE JANEIRO;CE COLLECCHIO;cecollecchio@educacao.rj.gov.br
33079366;METROPOLITANA IV;RIO DE JANEIRO;CE JORGE ZARUR;cejorgezarur@educacao.rj.gov.br
33079374;METROPOLITANA IV;RIO DE JANEIRO;CE LEOPOLDINA DA SILVEIRA;celeopoldinadasilveira@educacao.rj.gov.br
33079382;METROPOLITANA IV;RIO DE JANEIRO;CE NICARAGUA;cenicaragua@educacao.rj.gov.br
33079390;METROPOLITANA IV;RIO DE JANEIRO;CE PROFESSOR DALTRO SANTOS;cepdaltrosantos@educacao.rj.gov.br
33079404;METROPOLITANA IV;RIO DE JANEIRO;CE REPUBLICA DE MOCAMBIQUE;cerepublicamocambique@educacao.rj.gov.br
33079668;METROPOLITANA IV;RIO DE JANEIRO;CE BARONESA DE SAAVEDRA;cebaronesadesaavedra@educacao.rj.gov.br
33079692;METROPOLITANA IV;RIO DE JANEIRO;CE CRISTOVAO COLOMBO;cecristovaocolombo@educacao.rj.gov.br
33079706;METROPOLITANA IV;RIO DE JANEIRO;CE DALVA DE OLIVEIRA;cedalvadeoliveira@educacao.rj.gov.br
33079714;METROPOLITANA IV;RIO DE JANEIRO;CE ENGENHEIRO JOAO THOME;ceengjoaothome@educacao.rj.gov.br
33079722;METROPOLITANA IV;RIO DE JANEIRO;CE ESTADO DE ISRAEL;eeesestadodeisrael@educacao.rj.gov.br
33079757;METROPOLITANA IV;RIO DE JANEIRO;CE JACQUES RAIMUNDO;cejacquesraimundo@educacao.rj.gov.br
33079790;METROPOLITANA IV;RIO DE JANEIRO;CE MARECHAL ALCIDES ETCHEGOYEN;cemarechalalcidesetchegoyen@educacao.rj.gov.br
33079803;METROPOLITANA IV;RIO DE JANEIRO;CE MARIETA CUNHA DA SILVA;cemarietacunha@educacao.rj.gov.br
33079811;METROPOLITANA IV;RIO DE JANEIRO;CE MILTON CAMPOS;cemiltoncampos@educacao.rj.gov.br
33079820;METROPOLITANA IV;RIO DE JANEIRO;CE MOACYR PADILHA;cempadilha@educacao.rj.gov.br
33079846;METROPOLITANA IV;RIO DE JANEIRO;CE NACOES UNIDAS;cenacoesunidas@educacao.rj.gov.br
33079897;METROPOLITANA IV;RIO DE JANEIRO;CE PROFESSOR CLEMENTINO FRAGA;ceclementinofraga@educacao.rj.gov.br
33079900;METROPOLITANA IV;RIO DE JANEIRO;CE RAMIZ GALVAO;ceramizgalvao@educacao.rj.gov.br
33079943;METROPOLITANA IV;RIO DE JANEIRO;CE JOAO SALIM MIGUEL;cejoaosalimmiguel@educacao.rj.gov.br
33081743;METROPOLITANA IV;RIO DE JANEIRO;CIE MIECIMO DA SILVA;ciemiecimodasilva@educacao.rj.gov.br
33082022;METROPOLITANA IV;RIO DE JANEIRO;CE FRANCISCO CALDEIRA DE ALVARENGA;cefcalvarenga@educacao.rj.gov.br
33082030;METROPOLITANA IV;RIO DE JANEIRO;CE FREIRE ALLEMAO;cefreireallemao@educacao.rj.gov.br
33082049;METROPOLITANA IV;RIO DE JANEIRO;CE PROFESSOR FERNANDO ANTONIO RAJA GABAGLIA;cerajagabaglia@educacao.rj.gov.br
33082057;METROPOLITANA IV;RIO DE JANEIRO;CE PROFESSOR DINAMERICO PEREIRA POMBO;ceprofdinamericopereirapombo@educacao.rj.gov.br
33082065;METROPOLITANA IV;RIO DE JANEIRO;CE PROFESSOR FELIPE DOS SANTOS REIS;ceproffsreis@educacao.rj.gov.br
33082073;METROPOLITANA IV;RIO DE JANEIRO;CE PROFESSOR IVAN VILLON;ceprofessorivanvillon@educacao.rj.gov.br
33082146;METROPOLITANA IV;RIO DE JANEIRO;CE DOUTOR ALBERT SABIN;cedralbertsabin@educacao.rj.gov.br
33082227;METROPOLITANA IV;RIO DE JANEIRO;CE ALMIRANTE FRONTIN;cealmirantefrontim@educacao.rj.gov.br
33082235;METROPOLITANA IV;RIO DE JANEIRO;CE AMAZONAS;ceamazonas@educacao.rj.gov.br
33082251;METROPOLITANA IV;RIO DE JANEIRO;CE BARAO DE SANTA MARGARIDA;cebaraodesantamargarida@educacao.rj.gov.br
33082286;METROPOLITANA IV;RIO DE JANEIRO;CE GEORGE WASHINGTON;cegeorgewashington@educacao.rj.gov.br
33082316;METROPOLITANA IV;RIO DE JANEIRO;CE JOAO PROENCA;cejoaoproenca@educacao.rj.gov.br
33082324;METROPOLITANA IV;RIO DE JANEIRO;CE MONTEIRO LOBATO;cemonteirolobato@educacao.rj.gov.br
33082332;METROPOLITANA IV;RIO DE JANEIRO;CE PRESIDENTE ANTONIO CARLOS;ceantcarlos@educacao.rj.gov.br
33082340;METROPOLITANA IV;RIO DE JANEIRO;CE PROFESSOR GONCALVES;ceprofessorgoncalves@educacao.rj.gov.br
33082359;METROPOLITANA IV;RIO DE JANEIRO;CE PROFESSOR JUREMA PECANHA GIRAUD;cepjpgiraud@educacao.rj.gov.br
33082367;METROPOLITANA IV;RIO DE JANEIRO;CE PROFESSORA ORMINDA RODRIGUES;ceprofaormindarodrigues@educacao.rj.gov.br
33082375;METROPOLITANA IV;RIO DE JANEIRO;CE RAINHA VITORIA;rainhavitoria@educacao.rj.gov.br
33082421;METROPOLITANA IV;RIO DE JANEIRO;CE VENEZUELA;cevenezuela@educacao.rj.gov.br
33082430;METROPOLITANA IV;RIO DE JANEIRO;CE PROFESSOR VIEIRA FAZENDA;ceprofvieirafazenda@educacao.rj.gov.br
33083592;METROPOLITANA IV;RIO DE JANEIRO;IE SARAH KUBITSCHEK;iesarahkubitschek@educacao.rj.gov.br
33084238;METROPOLITANA IV;RIO DE JANEIRO;CE BARAO DO RIO BRANCO;cebaraodoriobranco_sc@educacao.rj.gov.br
33084459;METROPOLITANA IV;RIO DE JANEIRO;CE PESTALOZZI;cepestalozzi@educacao.rj.gov.br
33086567;METROPOLITANA IV;RIO DE JANEIRO;CE GRACILIANO RAMOS;cegracilianoramos@educacao.rj.gov.br
33086575;METROPOLITANA IV;RIO DE JANEIRO;CE GUADALUPE;ceguadalupe@educacao.rj.gov.br
33086591;METROPOLITANA IV;RIO DE JANEIRO;CE PROFESSOR JOEL DE OLIVEIRA;ceprofjoeldeoliveira@educacao.rj.gov.br
33086605;METROPOLITANA IV;RIO DE JANEIRO;CE PROFESSOR MANOEL MAURICIO DE ALBUQUERQUE;ceprofmanoelmauriciodealbuquerque@educacao.rj.gov.br
33086729;METROPOLITANA IV;RIO DE JANEIRO;CE BELGICA;cebelgica@educacao.rj.gov.br
33086737;METROPOLITANA IV;RIO DE JANEIRO;CE COELHO NETO;cecoelhoneto@educacao.rj.gov.br
33086753;METROPOLITANA IV;RIO DE JANEIRO;CE CYRO MONTEIRO;cecyromonteiro@educacao.rj.gov.br
33086796;METROPOLITANA IV;RIO DE JANEIRO;CE PARAIBA;ceparaiba@educacao.rj.gov.br
33088152;METROPOLITANA IV;RIO DE JANEIRO;CE JORNALISTA RODOLFO FERNANDES;celeaovelloso@educacao.rj.gov.br
33088179;METROPOLITANA IV;RIO DE JANEIRO;CE MAX FLEIUSS;cemaxfleiuss@educacao.rj.gov.br
33088420;METROPOLITANA IV;RIO DE JANEIRO;CE DEBORAH MENDES DE MORAES;cedeborahmendesdemoraes@educacao.rj.gov.br
33100659;METROPOLITANA IV;RIO DE JANEIRO;CAIC 02 NACOES UNIDAS;caicnacoesunidas@educacao.rj.gov.br
33100675;METROPOLITANA IV;RIO DE JANEIRO;CE RAYMUNDO CORREA;vilmadq@educacao.rj.gov.br
33104638;METROPOLITANA IV;RIO DE JANEIRO;CIEP 195 ANIBAL MACHADO;ciep195@educacao.rj.gov.br
33105219;METROPOLITANA IV;RIO DE JANEIRO;CIEP 379 RAUL SEIXAS;ciep379@educacao.rj.gov.br
33105294;METROPOLITANA IV;RIO DE JANEIRO;CIEP 311 DEPUTADO BOCAYUVA CUNHA;ciep311@educacao.rj.gov.br
33106550;METROPOLITANA IV;RIO DE JANEIRO;CIEP 223 OLYMPIO MARQUES DOS SANTOS;ciep223@educacao.rj.gov.br
33106584;METROPOLITANA IV;RIO DE JANEIRO;CIEP 336 OCTAVIO MALTA;ciep336@educacao.rj.gov.br
33106592;METROPOLITANA IV;RIO DE JANEIRO;CIEP 435 HELIO PELLEGRINO;ciep435@educacao.rj.gov.br
33106606;METROPOLITANA IV;RIO DE JANEIRO;CIEP 224 TARSO DE CASTRO;ciep224@educacao.rj.gov.br
33106614;METROPOLITANA IV;RIO DE JANEIRO;CIEP 386 GUILHERME DA SILVEIRA FILHO;ciep386@educacao.rj.gov.br
33106630;METROPOLITANA IV;RIO DE JANEIRO;CIEP 382 ASPIRANTE FRANCISCO MEGA;ciep382@educacao.rj.gov.br
33106649;METROPOLITANA IV;RIO DE JANEIRO;CIEP 312 RAUL RYFF;ciep312@educacao.rj.gov.br
33106657;METROPOLITANA IV;RIO DE JANEIRO;CIEP 183 JOAO VITTA;ciep183@educacao.rj.gov.br
33106665;METROPOLITANA IV;RIO DE JANEIRO;CIEP 432 ALBERTO CAVALCANTI;ciep432@educacao.rj.gov.br
33106673;METROPOLITANA IV;RIO DE JANEIRO;CIEP 392 MARIO DE ANDRADE;ciep392@educacao.rj.gov.br
33106681;METROPOLITANA IV;RIO DE JANEIRO;CIEP 305 HEITOR DOS PRAZERES;ciep305@educacao.rj.gov.br
33106690;METROPOLITANA IV;RIO DE JANEIRO;CIEP 225 MARIO QUINTANA;ciep225@educacao.rj.gov.br
33106703;METROPOLITANA IV;RIO DE JANEIRO;CIEP 244 OSWALDO ARANHA;ciep244@educacao.rj.gov.br
33106711;METROPOLITANA IV;RIO DE JANEIRO;CIEP 362 ROBERTO BURLE MARX;ciep362@educacao.rj.gov.br
33106720;METROPOLITANA IV;RIO DE JANEIRO;CIEP 313 RUBEM BRAGA;ciep313@educacao.rj.gov.br
33106738;METROPOLITANA IV;RIO DE JANEIRO;CIEP 433 TOGO RENAN SOARES KANELA;ciep433@educacao.rj.gov.br
33106746;METROPOLITANA IV;RIO DE JANEIRO;CIEP 165 BRIGADEIRO SERGIO CARVALHO;ciep165@educacao.rj.gov.br
33110476;METROPOLITANA IV;RIO DE JANEIRO;CIEP 418 GP ANTONIO CARLOS BERNARDES-MUSSUM;ciep418@educacao.rj.gov.br
33125304;METROPOLITANA IV;RIO DE JANEIRO;CE MISSIONARIO MARIO WAY;ceirmadulce@educacao.rj.gov.br
33125333;METROPOLITANA IV;RIO DE JANEIRO;CE IRINEU JOSE FERREIRA;ceirineujoseferreira@educacao.rj.gov.br
33125341;METROPOLITANA IV;RIO DE JANEIRO;CE CORA CORALINA;cecoracoralina@educacao.rj.gov.br
33125627;METROPOLITANA IV;RIO DE JANEIRO;CE MINISTRO MARCOS FREIRE;ceministromarcosfreire@educacao.rj.gov.br
33126216;METROPOLITANA IV;RIO DE JANEIRO;CE PROFESSORA DIUMA MADEIRA SALLES DE SOUZA;cediumamadeira@educacao.rj.gov.br
33126747;METROPOLITANA IV;RIO DE JANEIRO;CE MADRE TERESA DE CALCUTA;cemadreteresa@educacao.rj.gov.br
